name,longitude,latitude,date
"Nymphalis californica Boisduval, 1852",-122.57814,37.955448,2017-02-28
"Nymphalis californica Boisduval, 1852",-122.361895,37.843669,2017-02-12
"Nymphalis californica Boisduval, 1852",-122.612228,37.966666,2017-02-12
"Nymphalis californica Boisduval, 1852",-118.585889,34.099634,2017-02-16
"Nymphalis californica Boisduval, 1852",-122.079958,37.223148,2017-02-12
"Nymphalis californica Boisduval, 1852",-121.760794,37.128819,2017-02-15
"Nymphalis californica Boisduval, 1852",-122.582402,38.062774,2017-02-13
"Nymphalis californica Boisduval, 1852",-121.038418,38.923222,2017-02-28
"Nymphalis californica Boisduval, 1852",-121.946816,36.801897,2017-02-14
"Nymphalis californica Boisduval, 1852",-121.038372,38.923092,2017-02-28
"Nymphalis californica Boisduval, 1852",-120.949746,39.343753,2017-02-13
"Nymphalis californica Boisduval, 1852",-122.564206,38.464006,2017-02-11
"Nymphalis californica Boisduval, 1852",-122.631058,37.970192,2017-02-12
"Nymphalis californica Boisduval, 1852",-121.949973,37.914573,2017-03-11
"Nymphalis californica Boisduval, 1852",-122.579512,38.647512999999996,2017-03-17
"Nymphalis californica Boisduval, 1852",-105.891724,35.692995,2017-03-17
"Nymphalis californica Boisduval, 1852",-121.188941,36.471951,2017-03-01
"Nymphalis californica Boisduval, 1852",-122.626176,37.964738,2017-03-12
"Nymphalis californica Boisduval, 1852",-121.949942,37.904333,2017-03-11
"Nymphalis californica Boisduval, 1852",-121.504197,36.757333,2017-03-17
"Nymphalis californica Boisduval, 1852",-121.031965,39.25954,2017-03-08
"Nymphalis californica Boisduval, 1852",-121.180587,36.481405,2017-03-15
"Nymphalis californica Boisduval, 1852",-122.287096,38.754257,2017-03-11
"Nymphalis californica Boisduval, 1852",-121.906853,37.854167,2017-03-08
"Nymphalis californica Boisduval, 1852",-121.200186,36.502423,2017-03-04
"Nymphalis californica Boisduval, 1852",-122.565086,38.463771,2017-03-08
"Nymphalis californica Boisduval, 1852",-122.629609,38.437321,2017-03-01
"Nymphalis californica Boisduval, 1852",-122.754413,38.527058,2017-03-28
"Nymphalis californica Boisduval, 1852",-122.486625,37.844337,2017-03-29
"Nymphalis californica Boisduval, 1852",-121.924424,37.918404,2017-03-01
"Nymphalis californica Boisduval, 1852",-122.17495,37.07161,2017-03-01
"Nymphalis californica Boisduval, 1852",-121.159018,36.475625,2017-03-26
"Nymphalis californica Boisduval, 1852",-120.431957,38.774696,2017-03-31
"Nymphalis californica Boisduval, 1852",-122.757926,38.734335,2017-03-29
"Nymphalis californica Boisduval, 1852",-119.62506,37.722598,2017-03-29
"Nymphalis californica Boisduval, 1852",-121.923,37.85,2017-03-10
"Nymphalis californica Boisduval, 1852",-121.977596,36.832768,2017-03-02
"Nymphalis californica Boisduval, 1852",-122.52923,38.344029,2017-03-13
"Nymphalis californica Boisduval, 1852",-122.571281,37.92226,2017-04-12
"Nymphalis californica Boisduval, 1852",-118.637842,36.113856,2017-04-02
"Nymphalis californica Boisduval, 1852",-122.54318,38.593644,2017-04-02
"Nymphalis californica Boisduval, 1852",-105.96644,35.51373,2017-04-16
"Nymphalis californica Boisduval, 1852",-118.931955,34.120353,2017-04-16
"Nymphalis californica Boisduval, 1852",-120.351031,38.255473,2017-04-15
"Nymphalis californica Boisduval, 1852",-118.697663,34.362906,2017-04-22
"Nymphalis californica Boisduval, 1852",-119.654222,34.426312,2017-04-28
"Nymphalis californica Boisduval, 1852",-122.126267,37.952683,2017-04-02
"Nymphalis californica Boisduval, 1852",-122.432862,37.684995,2017-04-18
"Nymphalis californica Boisduval, 1852",-122.126158,37.952667,2017-04-02
"Nymphalis californica Boisduval, 1852",-117.77721,33.675686,2017-04-21
"Nymphalis californica Boisduval, 1852",-122.622833,38.044945,2017-04-02
"Nymphalis californica Boisduval, 1852",-116.002235,33.729828,2017-04-22
"Nymphalis californica Boisduval, 1852",-118.934936,34.106423,2017-04-20
"Nymphalis californica Boisduval, 1852",-121.941896,37.931649,2017-04-14
"Nymphalis californica Boisduval, 1852",-121.929919,37.863341,2017-04-21
"Nymphalis californica Boisduval, 1852",-122.365079,39.004426,2017-05-26
"Nymphalis californica Boisduval, 1852",-121.917729,37.880714,2017-05-31
"Nymphalis californica Boisduval, 1852",-122.217313,37.401845,2017-05-05
"Nymphalis californica Boisduval, 1852",-120.527768,38.732955,2017-05-23
"Nymphalis californica Boisduval, 1852",-116.776115,33.023605,2017-05-13
"Nymphalis californica Boisduval, 1852",-121.877886,37.171268,2017-05-21
"Nymphalis californica Boisduval, 1852",-121.918866,37.190932,2017-05-23
"Nymphalis californica Boisduval, 1852",-120.75614,36.364179,2017-05-28
"Nymphalis californica Boisduval, 1852",-120.828806,36.360675,2017-05-21
"Nymphalis californica Boisduval, 1852",-123.072185,42.116262999999996,2017-05-28
"Nymphalis californica Boisduval, 1852",-121.313782,37.456328,2017-05-10
"Nymphalis californica Boisduval, 1852",-122.607824,39.397616,2017-05-27
"Nymphalis californica Boisduval, 1852",-120.961272,40.059769,2017-05-29
"Nymphalis californica Boisduval, 1852",-119.128868,34.81491,2017-05-22
"Nymphalis californica Boisduval, 1852",-121.501979,36.220167000000004,2017-05-29
"Nymphalis californica Boisduval, 1852",-117.880704,34.240899,2017-05-20
"Nymphalis californica Boisduval, 1852",-111.943941,41.47166,2017-05-09
"Nymphalis californica Boisduval, 1852",-117.77721,33.675686,2017-05-03
"Nymphalis californica Boisduval, 1852",-122.121457,37.334887,2017-05-06
"Nymphalis californica Boisduval, 1852",-118.766372,34.20848,2017-05-09
"Nymphalis californica Boisduval, 1852",-119.385042,37.034325,2017-05-28
"Nymphalis californica Boisduval, 1852",-120.03792,34.537247,2017-05-14
"Nymphalis californica Boisduval, 1852",-118.832717,34.086147,2017-05-15
"Nymphalis californica Boisduval, 1852",-121.930828,37.889753,2017-05-19
"Nymphalis californica Boisduval, 1852",-121.90979,37.882081,2017-05-24
"Nymphalis californica Boisduval, 1852",-121.987061,37.843683,2017-05-24
"Nymphalis californica Boisduval, 1852",-120.252462,39.319062,2017-05-30
"Nymphalis californica Boisduval, 1852",-118.920007,36.708373,2017-05-20
"Nymphalis californica Boisduval, 1852",-122.748247,38.752937,2017-05-30
"Nymphalis californica Boisduval, 1852",-118.832669,34.085913,2017-05-15
"Nymphalis californica Boisduval, 1852",-122.72295,39.275777,2017-05-27
"Nymphalis californica Boisduval, 1852",-120.13645,39.297813,2017-05-26
"Nymphalis californica Boisduval, 1852",-120.54076,38.732075,2017-05-23
"Nymphalis californica Boisduval, 1852",-112.318532,42.652974,2017-05-23
"Nymphalis californica Boisduval, 1852",-121.187782,36.444261,2017-05-20
"Nymphalis californica Boisduval, 1852",-119.143338,34.5276,2017-05-27
"Nymphalis californica Boisduval, 1852",-118.005978,34.325833,2017-05-01
"Nymphalis californica Boisduval, 1852",-121.938271,37.901647,2017-05-19
"Nymphalis californica Boisduval, 1852",-117.838388,34.305335,2017-05-20
"Nymphalis californica Boisduval, 1852",-120.540633,38.73205,2017-05-22
"Nymphalis californica Boisduval, 1852",-121.917193,37.880917,2017-05-27
"Nymphalis californica Boisduval, 1852",-118.005692,34.325268,2017-05-01
"Nymphalis californica Boisduval, 1852",-122.693785,41.137506,2017-05-29
"Nymphalis californica Boisduval, 1852",-120.263894,39.375333,2017-06-18
"Nymphalis californica Boisduval, 1852",-118.751586,37.427564,2017-06-29
"Nymphalis californica Boisduval, 1852",-117.400862,47.666002,2017-06-02
"Nymphalis californica Boisduval, 1852",-122.930412,39.787055,2017-06-18
"Nymphalis californica Boisduval, 1852",-122.052042,44.191761,2017-06-03
"Nymphalis californica Boisduval, 1852",-121.751611,44.404529,2017-06-19
"Nymphalis californica Boisduval, 1852",-120.625228,39.089447,2017-06-10
"Nymphalis californica Boisduval, 1852",-121.706275,44.234233,2017-06-03
"Nymphalis californica Boisduval, 1852",-121.203317,40.009467,2017-06-04
"Nymphalis californica Boisduval, 1852",-120.333259,38.891761,2017-06-04
"Nymphalis californica Boisduval, 1852",-120.112083,38.42527,2017-06-24
"Nymphalis californica Boisduval, 1852",-120.388743,38.835864,2017-06-06
"Nymphalis californica Boisduval, 1852",-117.399173,47.660858,2017-06-02
"Nymphalis californica Boisduval, 1852",-120.054935,38.934961,2017-06-17
"Nymphalis californica Boisduval, 1852",-121.035115,38.916695,2017-06-01
"Nymphalis californica Boisduval, 1852",-122.760472,38.734832,2017-06-13
"Nymphalis californica Boisduval, 1852",-120.303547,39.323042,2017-06-15
"Nymphalis californica Boisduval, 1852",-121.246263,40.182382,2017-06-04
"Nymphalis californica Boisduval, 1852",-120.122924,38.821454,2017-06-03
"Nymphalis californica Boisduval, 1852",-120.167656,39.111272,2017-06-05
"Nymphalis californica Boisduval, 1852",-118.751747,37.427397,2017-06-29
"Nymphalis californica Boisduval, 1852",-121.754342,44.404647,2017-06-18
"Nymphalis californica Boisduval, 1852",-120.632417,39.361914,2017-06-07
"Nymphalis californica Boisduval, 1852",-122.869806,39.746134,2017-06-18
"Nymphalis californica Boisduval, 1852",-121.696258,44.243885,2017-06-03
"Nymphalis californica Boisduval, 1852",-121.750437,44.405395,2017-06-18
"Nymphalis californica Boisduval, 1852",-122.441655,42.108168,2017-06-17
"Nymphalis californica Boisduval, 1852",-120.262721,39.373919,2017-06-18
"Nymphalis californica Boisduval, 1852",-122.752787,38.730262,2017-06-13
"Nymphalis californica Boisduval, 1852",-120.263117,39.375128,2017-06-18
"Nymphalis californica Boisduval, 1852",-104.52747,38.827385,2017-06-26
"Nymphalis californica Boisduval, 1852",-122.752507,38.757262,2017-06-02
"Nymphalis californica Boisduval, 1852",-121.75412,44.404922,2017-06-18
"Nymphalis californica Boisduval, 1852",-122.774818,38.75975,2017-06-13
"Nymphalis californica Boisduval, 1852",-122.751285,39.365459,2017-06-19
"Nymphalis californica Boisduval, 1852",-122.948497,43.218413,2017-07-30
"Nymphalis californica Boisduval, 1852",-120.045813,38.918472,2017-07-16
"Nymphalis californica Boisduval, 1852",-111.644624,40.656698,2017-07-23
"Nymphalis californica Boisduval, 1852",-122.078167,42.885709,2017-07-24
"Nymphalis californica Boisduval, 1852",-119.927383,39.19421,2017-07-22
"Nymphalis californica Boisduval, 1852",-118.562575,37.158464,2017-07-01
"Nymphalis californica Boisduval, 1852",-122.948446,43.218525,2017-07-30
"Nymphalis californica Boisduval, 1852",-120.271606,39.355072,2017-07-31
"Nymphalis californica Boisduval, 1852",-122.948588,43.21849,2017-07-30
"Nymphalis californica Boisduval, 1852",-121.710171,45.330232,2017-07-28
"Nymphalis californica Boisduval, 1852",-120.183434,39.449301,2017-07-26
"Nymphalis californica Boisduval, 1852",-121.728069,45.338427,2017-07-31
"Nymphalis californica Boisduval, 1852",-119.060417,37.656325,2017-07-22
"Nymphalis californica Boisduval, 1852",-121.738707,45.270786,2017-07-24
"Nymphalis californica Boisduval, 1852",-122.019523,42.918702,2017-07-29
"Nymphalis californica Boisduval, 1852",-121.740845,44.055042,2017-07-22
"Nymphalis californica Boisduval, 1852",-120.069232,38.704365,2017-07-17
"Nymphalis californica Boisduval, 1852",-122.948363,43.218429,2017-07-30
"Nymphalis californica Boisduval, 1852",-120.295658,41.832096,2017-07-21
"Nymphalis californica Boisduval, 1852",-112.341487,42.696078,2017-07-24
"Nymphalis californica Boisduval, 1852",-119.634262,38.331763,2017-07-28
"Nymphalis californica Boisduval, 1852",-119.92751,38.78288,2017-07-18
"Nymphalis californica Boisduval, 1852",-120.264072,39.375843,2017-07-19
"Nymphalis californica Boisduval, 1852",-121.842978,43.950282,2017-07-21
"Nymphalis californica Boisduval, 1852",-120.24071000000001,39.432113,2017-07-20
"Nymphalis californica Boisduval, 1852",-118.562583,37.158422,2017-07-01
"Nymphalis californica Boisduval, 1852",-118.592613,36.44183,2017-07-16
"Nymphalis californica Boisduval, 1852",-122.161361,42.865045,2017-07-31
"Nymphalis californica Boisduval, 1852",-122.951002,43.233738,2017-07-30
"Nymphalis californica Boisduval, 1852",-120.284928,39.370608,2017-07-18
"Nymphalis californica Boisduval, 1852",-121.208167,40.458903,2017-07-29
"Nymphalis californica Boisduval, 1852",-116.877527,34.163307,2017-07-15
"Nymphalis californica Boisduval, 1852",-114.97673,43.907045,2017-07-29
"Nymphalis californica Boisduval, 1852",-120.226479,39.344918,2017-07-18
"Nymphalis californica Boisduval, 1852",-122.098027,42.902176,2017-07-24
"Nymphalis californica Boisduval, 1852",-122.078166,42.885716,2017-07-24
"Nymphalis californica Boisduval, 1852",-121.790147,44.049367,2017-07-26
"Nymphalis californica Boisduval, 1852",-108.882897,42.721588,2017-07-31
"Nymphalis californica Boisduval, 1852",-120.225089,41.392536,2017-07-16
"Nymphalis californica Boisduval, 1852",-113.169354,42.150369,2017-07-18
"Nymphalis californica Boisduval, 1852",-118.682213,44.308987,2017-08-21
"Nymphalis californica Boisduval, 1852",-122.6758,42.41178,2017-08-07
"Nymphalis californica Boisduval, 1852",-122.127301,42.916761,2017-08-22
"Nymphalis californica Boisduval, 1852",-121.758928,42.309255,2017-08-09
"Nymphalis californica Boisduval, 1852",-115.386829,40.646913,2017-08-24
"Nymphalis californica Boisduval, 1852",-121.48663,40.526985,2017-08-02
"Nymphalis californica Boisduval, 1852",-121.694363,45.219245,2017-08-25
"Nymphalis californica Boisduval, 1852",-121.507089,40.487092,2017-08-13
"Nymphalis californica Boisduval, 1852",-122.513372,42.060109,2017-08-09
"Nymphalis californica Boisduval, 1852",-122.134093,42.896982,2017-08-18
"Nymphalis californica Boisduval, 1852",-124.11466,44.176058,2017-08-01
"Nymphalis californica Boisduval, 1852",-122.074242,45.588138,2017-08-19
"Nymphalis californica Boisduval, 1852",-122.168478,42.868441,2017-08-05
"Nymphalis californica Boisduval, 1852",-123.370392,43.216615,2017-08-02
"Nymphalis californica Boisduval, 1852",-121.738707,45.270786,2017-08-30
"Nymphalis californica Boisduval, 1852",-121.76525,44.036389,2017-08-22
"Nymphalis californica Boisduval, 1852",-120.19746,41.19785,2017-08-01
"Nymphalis californica Boisduval, 1852",-122.088929,42.978913,2017-08-26
"Nymphalis californica Boisduval, 1852",-123.971805,45.055764,2017-08-26
"Nymphalis californica Boisduval, 1852",-121.531422,40.365485,2017-08-11
"Nymphalis californica Boisduval, 1852",-122.099438,42.884292,2017-08-19
"Nymphalis californica Boisduval, 1852",-121.632713,44.522867,2017-08-10
"Nymphalis californica Boisduval, 1852",-123.729183,45.222941,2017-08-10
"Nymphalis californica Boisduval, 1852",-121.503178,40.479076,2017-08-19
"Nymphalis californica Boisduval, 1852",-123.333689,43.290667,2017-08-08
"Nymphalis californica Boisduval, 1852",-111.036372,43.538683,2017-08-21
"Nymphalis californica Boisduval, 1852",-124.085544,41.792761,2017-08-13
"Nymphalis californica Boisduval, 1852",-123.869806,45.691861,2017-08-21
"Nymphalis californica Boisduval, 1852",-124.049048,44.514987,2017-08-02
"Nymphalis californica Boisduval, 1852",-121.504836,40.482014,2017-08-13
"Nymphalis californica Boisduval, 1852",-121.711007,45.331131,2017-08-30
"Nymphalis californica Boisduval, 1852",-121.87137,44.408072,2017-09-10
"Nymphalis californica Boisduval, 1852",-122.53263,37.92862,2017-09-27
"Nymphalis californica Boisduval, 1852",-121.843689,43.497567,2017-09-15
"Nymphalis californica Boisduval, 1852",-122.499417,37.825484,2017-09-26
"Nymphalis californica Boisduval, 1852",-123.751802,45.703242,2017-09-27
"Nymphalis californica Boisduval, 1852",-118.734061,36.608836,2017-09-30
"Nymphalis californica Boisduval, 1852",-123.976753,44.298363,2017-09-27
"Nymphalis californica Boisduval, 1852",-118.726897,36.608078,2017-09-30
"Nymphalis californica Boisduval, 1852",-122.846959,38.404592,2017-09-25
"Nymphalis californica Boisduval, 1852",-119.926329,39.338812,2017-09-09
"Nymphalis californica Boisduval, 1852",-121.807792,43.978438,2017-09-15
"Nymphalis californica Boisduval, 1852",-123.466582,43.264899,2017-09-27
"Nymphalis californica Boisduval, 1852",-122.551332,38.039067,2017-09-27
"Nymphalis californica Boisduval, 1852",-120.818517,36.357612,2017-09-30
"Nymphalis californica Boisduval, 1852",-118.726822,36.608173,2017-09-30
"Nymphalis californica Boisduval, 1852",-123.44288,39.43239,2017-09-25
"Nymphalis californica Boisduval, 1852",-122.056754,36.952905,2017-09-26
"Nymphalis californica Boisduval, 1852",-122.043579,37.921543,2017-09-29
"Nymphalis californica Boisduval, 1852",-123.409356,42.099756,2017-09-27
"Nymphalis californica Boisduval, 1852",-119.07238,37.793367,2017-09-29
"Nymphalis californica Boisduval, 1852",-122.452111,38.206569,2017-09-29
"Nymphalis californica Boisduval, 1852",-118.732033,36.608742,2017-09-30
"Nymphalis californica Boisduval, 1852",-123.312588,44.565364,2017-09-28
"Nymphalis californica Boisduval, 1852",-122.434945,37.693601,2017-09-30
"Nymphalis californica Boisduval, 1852",-121.611583,39.87207,2017-09-28
"Nymphalis californica Boisduval, 1852",-122.490521,38.008254,2017-09-26
"Nymphalis californica Boisduval, 1852",-123.016575,38.468457,2017-09-26
"Nymphalis californica Boisduval, 1852",-122.434253,37.867447,2017-09-27
"Nymphalis californica Boisduval, 1852",-122.545067,45.47541,2017-09-28
"Nymphalis californica Boisduval, 1852",-123.243973,38.512556,2017-09-26
"Nymphalis californica Boisduval, 1852",-116.2929,34.018638,2017-09-17
"Nymphalis californica Boisduval, 1852",-122.064223,37.077074,2017-09-27
"Nymphalis californica Boisduval, 1852",-123.938816,46.101631,2017-09-28
"Nymphalis californica Boisduval, 1852",-120.5344,38.785534,2017-09-28
"Nymphalis californica Boisduval, 1852",-122.74597,38.051815,2017-09-26
"Nymphalis californica Boisduval, 1852",-122.471117,37.787371,2017-09-27
"Nymphalis californica Boisduval, 1852",-118.733955,36.608862,2017-09-30
"Nymphalis californica Boisduval, 1852",-121.771967,37.156579,2017-09-29
"Nymphalis californica Boisduval, 1852",-122.481628,38.006836,2017-09-26
"Nymphalis californica Boisduval, 1852",-120.44805,38.770461,2017-10-28
"Nymphalis californica Boisduval, 1852",-119.930336,39.234261,2017-10-13
"Nymphalis californica Boisduval, 1852",-120.181458,39.376213,2017-10-06
"Nymphalis californica Boisduval, 1852",-122.385946,37.58142,2017-10-01
"Nymphalis californica Boisduval, 1852",-121.501059,40.458152,2017-10-09
"Nymphalis californica Boisduval, 1852",-123.974202,45.919311,2017-10-24
"Nymphalis californica Boisduval, 1852",-122.741979,43.362171,2017-10-16
"Nymphalis californica Boisduval, 1852",-122.384605,41.220922,2017-10-15
"Nymphalis californica Boisduval, 1852",-116.658949,33.613185,2017-10-04
"Nymphalis californica Boisduval, 1852",-122.466035,37.790891,2017-10-02
"Nymphalis californica Boisduval, 1852",-123.49588,42.449938,2017-10-15
"Nymphalis californica Boisduval, 1852",-123.227161,38.907604,2017-10-14
"Nymphalis californica Boisduval, 1852",-119.451685,39.052766,2017-10-09
"Nymphalis californica Boisduval, 1852",-122.042507,36.952553,2017-10-24
"Nymphalis californica Boisduval, 1852",-121.209917,36.491653,2017-10-02
"Nymphalis californica Boisduval, 1852",-120.241438,39.431513,2017-10-06
"Nymphalis californica Boisduval, 1852",-119.822324,37.407944,2017-10-07
"Nymphalis californica Boisduval, 1852",-123.504205,42.945676,2017-10-04
"Nymphalis californica Boisduval, 1852",-118.247872,34.107075,2017-10-02
"Nymphalis californica Boisduval, 1852",-121.0853,36.610703,2017-10-13
"Nymphalis californica Boisduval, 1852",-118.247847,34.106997,2017-10-02
"Nymphalis californica Boisduval, 1852",-122.654457,38.459797,2017-10-03
"Nymphalis californica Boisduval, 1852",-119.931915,39.229988,2017-10-06
"Nymphalis californica Boisduval, 1852",-122.153818,37.784047,2017-10-05
"Nymphalis californica Boisduval, 1852",-121.6513,41.012078,2017-10-17
"Nymphalis californica Boisduval, 1852",-121.342566,43.882397,2017-10-22
"Nymphalis californica Boisduval, 1852",-121.197433,36.523388,2017-10-03
"Nymphalis californica Boisduval, 1852",-122.578175,38.479882,2017-10-01
"Nymphalis californica Boisduval, 1852",-122.057503,37.024395,2017-10-06
"Nymphalis californica Boisduval, 1852",-118.508,34.940972,2017-10-06
"Nymphalis californica Boisduval, 1852",-123.933278,40.131926,2017-11-23
"Nymphalis californica Boisduval, 1852",-121.2007,36.470537,2017-11-22
"Nymphalis californica Boisduval, 1852",-122.245448,37.108337,2017-12-09
"Nymphalis californica Boisduval, 1852",-122.24286,37.193701,2017-12-09
"Nymphalis californica Boisduval, 1852",-122.142892,37.294287,2017-12-27
"Nymphalis californica Boisduval, 1852",-122.142872,37.29436,2017-12-27
"Nymphalis californica Boisduval, 1852",-121.178437,36.499942,2016-02-07
"Nymphalis californica Boisduval, 1852",-121.924607,37.869503,2016-02-23
"Nymphalis californica Boisduval, 1852",-121.92378,37.911768,2016-02-22
"Nymphalis californica Boisduval, 1852",-121.146777,36.489983,2016-02-06
"Nymphalis californica Boisduval, 1852",-120.896291,38.800824,2016-02-11
"Nymphalis californica Boisduval, 1852",-122.048523,37.821462,2016-02-15
"Nymphalis californica Boisduval, 1852",-120.830899,36.373696,2016-02-26
"Nymphalis californica Boisduval, 1852",-121.948779,37.913377,2016-03-18
"Nymphalis californica Boisduval, 1852",-123.346596,48.49299,2016-03-28
"Nymphalis californica Boisduval, 1852",-121.857475,37.998349,2016-03-18
"Nymphalis californica Boisduval, 1852",-121.929445,37.863403,2016-03-15
"Nymphalis californica Boisduval, 1852",-121.178083,36.500143,2016-03-04
"Nymphalis californica Boisduval, 1852",-120.519853,38.98868,2016-04-17
"Nymphalis californica Boisduval, 1852",-121.188836,36.505535,2016-04-23
"Nymphalis californica Boisduval, 1852",-120.538565,38.734683,2016-05-11
"Nymphalis californica Boisduval, 1852",-122.307508,38.909085,2016-05-01
"Nymphalis californica Boisduval, 1852",-121.914514,37.882679,2016-05-11
"Nymphalis californica Boisduval, 1852",-122.063395,37.006618,2016-05-24
"Nymphalis californica Boisduval, 1852",-122.586773,41.815942,2016-05-30
"Nymphalis californica Boisduval, 1852",-121.946128,37.917072,2016-05-14
"Nymphalis californica Boisduval, 1852",-120.541548,39.768913,2016-05-16
"Nymphalis californica Boisduval, 1852",-120.541898,38.731305,2016-05-11
"Nymphalis californica Boisduval, 1852",-122.573154,38.481948,2016-05-18
"Nymphalis californica Boisduval, 1852",-120.809828,39.359212,2016-05-10
"Nymphalis californica Boisduval, 1852",-121.949263,37.912117,2016-05-14
"Nymphalis californica Boisduval, 1852",-116.971652,33.450524,2016-05-04
"Nymphalis californica Boisduval, 1852",-119.630883,37.476863,2016-05-10
"Nymphalis californica Boisduval, 1852",-122.586722,41.815862,2016-05-30
"Nymphalis californica Boisduval, 1852",-121.812855,36.357163,2016-05-28
"Nymphalis californica Boisduval, 1852",-121.916862,37.880735,2016-05-11
"Nymphalis californica Boisduval, 1852",-120.824203,36.356942,2016-05-28
"Nymphalis californica Boisduval, 1852",-122.317914,38.90512,2016-05-23
"Nymphalis californica Boisduval, 1852",-122.609138,38.654014,2016-05-09
"Nymphalis californica Boisduval, 1852",-121.92391,37.972776,2016-05-10
"Nymphalis californica Boisduval, 1852",-121.495121,35.999993,2016-05-14
"Nymphalis californica Boisduval, 1852",-121.007036,36.565577,2016-05-13
"Nymphalis californica Boisduval, 1852",-117.90864,34.349318,2016-05-11
"Nymphalis californica Boisduval, 1852",-120.12445,38.673896,2016-06-08
"Nymphalis californica Boisduval, 1852",-116.39878,44.061474,2016-06-22
"Nymphalis californica Boisduval, 1852",-119.936494,39.270075,2016-06-04
"Nymphalis californica Boisduval, 1852",-120.529244,39.622928,2016-06-06
"Nymphalis californica Boisduval, 1852",-120.517251,41.464759,2016-06-25
"Nymphalis californica Boisduval, 1852",-118.992912,37.617963,2016-06-24
"Nymphalis californica Boisduval, 1852",-117.898378,34.354256,2016-06-18
"Nymphalis californica Boisduval, 1852",-121.568262,36.310903,2016-06-12
"Nymphalis californica Boisduval, 1852",-120.121411,38.673261,2016-06-07
"Nymphalis californica Boisduval, 1852",-117.844151,34.356104,2016-06-30
"Nymphalis californica Boisduval, 1852",-122.168478,42.868441,2016-06-01
"Nymphalis californica Boisduval, 1852",-119.277111,37.976381,2016-07-24
"Nymphalis californica Boisduval, 1852",-121.512678,40.468133,2016-07-16
"Nymphalis californica Boisduval, 1852",-119.959009,38.635535,2016-07-31
"Nymphalis californica Boisduval, 1852",-119.632737,38.332997,2016-07-22
"Nymphalis californica Boisduval, 1852",-119.009308,37.691428,2016-07-30
"Nymphalis californica Boisduval, 1852",-119.266062,37.966337,2016-07-24
"Nymphalis californica Boisduval, 1852",-117.840332,34.354431,2016-07-03
"Nymphalis californica Boisduval, 1852",-120.247703,39.433188,2016-07-21
"Nymphalis californica Boisduval, 1852",-120.247858,39.433272,2016-07-21
"Nymphalis californica Boisduval, 1852",-119.538329,37.865101,2016-07-31
"Nymphalis californica Boisduval, 1852",-120.180244,39.375944,2016-07-12
"Nymphalis californica Boisduval, 1852",-119.264208,37.953193,2016-07-29
"Nymphalis californica Boisduval, 1852",-121.332838,40.473767,2016-07-23
"Nymphalis californica Boisduval, 1852",-120.33847,39.341162,2016-07-22
"Nymphalis californica Boisduval, 1852",-118.87517,37.915836,2016-07-22
"Nymphalis californica Boisduval, 1852",-119.008933,37.691332,2016-07-30
"Nymphalis californica Boisduval, 1852",-120.101338,38.978338,2016-08-03
"Nymphalis californica Boisduval, 1852",-122.073315,42.906905,2016-08-15
"Nymphalis californica Boisduval, 1852",-119.844127,39.046584,2016-08-04
"Nymphalis californica Boisduval, 1852",-121.509426,40.466916,2016-09-18
"Nymphalis californica Boisduval, 1852",-119.446167,37.617504,2016-09-25
"Nymphalis californica Boisduval, 1852",-119.550146,37.651678,2016-09-24
"Nymphalis californica Boisduval, 1852",-122.883009,38.475478,2016-09-25
"Nymphalis californica Boisduval, 1852",-120.73597,36.373155,2016-09-19
"Nymphalis californica Boisduval, 1852",-119.259317,38.050406,2016-09-17
"Nymphalis californica Boisduval, 1852",-119.912639,39.106511,2016-09-22
"Nymphalis californica Boisduval, 1852",-123.366451,39.230252,2016-10-08
"Nymphalis californica Boisduval, 1852",-118.271894,34.055173,2016-10-19
"Nymphalis californica Boisduval, 1852",-120.740649,36.371444,2016-10-10
"Nymphalis californica Boisduval, 1852",-122.172645,37.924244,2016-10-07
"Nymphalis californica Boisduval, 1852",-122.57972,37.927387,2016-10-23
"Nymphalis californica Boisduval, 1852",-122.562468,38.46782,2016-11-02
"Nymphalis californica Boisduval, 1852",-122.562768,38.469231,2016-11-09
"Nymphalis californica Boisduval, 1852",-116.39878,44.061474,2016-11-10
"Nymphalis californica Boisduval, 1852",-122.412142,37.737642,2016-12-29
"Nymphalis californica Boisduval, 1852",-122.234432,37.20354,2015-01-24
"Nymphalis californica Boisduval, 1852",-122.294322,37.198773,2015-02-11
"Nymphalis californica Boisduval, 1852",-122.578776,37.911737,2015-02-01
"Nymphalis californica Boisduval, 1852",-122.183854,37.805695,2015-02-14
"Nymphalis californica Boisduval, 1852",-121.50522,36.757182,2015-02-11
"Nymphalis californica Boisduval, 1852",-122.294323,37.198782,2015-02-11
"Nymphalis californica Boisduval, 1852",-121.879256,37.890502,2015-04-24
"Nymphalis californica Boisduval, 1852",-121.915846,37.881831,2015-04-12
"Nymphalis californica Boisduval, 1852",-122.59565,40.71368,2015-05-30
"Nymphalis californica Boisduval, 1852",-119.339698,37.464728,2015-05-03
"Nymphalis californica Boisduval, 1852",-119.596186,37.426139,2015-05-03
"Nymphalis californica Boisduval, 1852",-120.628487,40.167153,2015-05-30
"Nymphalis californica Boisduval, 1852",-119.895858,39.161678,2015-06-19
"Nymphalis californica Boisduval, 1852",-119.928732,39.328787,2015-07-30
"Nymphalis californica Boisduval, 1852",-103.79653,44.35367,2015-07-25
