name,longitude,latitude,date
"Vanessa annabella (W.D.Field, 1971)",-118.280435,34.149487,2017-04-14
"Vanessa annabella (W.D.Field, 1971)",-119.29583,34.2925,2017-04-16
"Vanessa annabella (W.D.Field, 1971)",-118.541712,34.037541,2017-04-15
"Vanessa annabella (W.D.Field, 1971)",-119.32982,34.287105,2017-05-21
"Vanessa annabella (W.D.Field, 1971)",-122.463233,37.770037,2017-05-02
"Vanessa annabella (W.D.Field, 1971)",-118.750427,34.039609,2017-05-23
"Vanessa annabella (W.D.Field, 1971)",-122.407679,37.68304,2017-05-15
"Vanessa annabella (W.D.Field, 1971)",-121.954201,37.405373,2017-05-24
"Vanessa annabella (W.D.Field, 1971)",-112.415923,43.219364,2017-05-30
"Vanessa annabella (W.D.Field, 1971)",-122.17329,37.495631,2017-05-04
"Vanessa annabella (W.D.Field, 1971)",-122.125597,37.622786,2017-05-07
"Vanessa annabella (W.D.Field, 1971)",-117.230767,33.130653,2017-05-11
"Vanessa annabella (W.D.Field, 1971)",-121.115093,45.756295,2017-05-21
"Vanessa annabella (W.D.Field, 1971)",-122.47179,37.756377,2017-05-07
"Vanessa annabella (W.D.Field, 1971)",-122.472738,37.779938,2017-05-17
"Vanessa annabella (W.D.Field, 1971)",-112.112303,36.05286,2017-05-19
"Vanessa annabella (W.D.Field, 1971)",-118.550606,33.815802,2017-05-05
"Vanessa annabella (W.D.Field, 1971)",-122.508653,37.764575,2017-05-07
"Vanessa annabella (W.D.Field, 1971)",-122.469642,37.749963,2017-05-07
"Vanessa annabella (W.D.Field, 1971)",-122.391532,37.665754,2017-05-27
"Vanessa annabella (W.D.Field, 1971)",-118.815226,37.669008,2017-05-18
"Vanessa annabella (W.D.Field, 1971)",-117.240842,32.672005,2017-05-01
"Vanessa annabella (W.D.Field, 1971)",-116.567,34.047,2017-05-10
"Vanessa annabella (W.D.Field, 1971)",-121.723055,38.554685,2017-05-15
"Vanessa annabella (W.D.Field, 1971)",-121.776267,36.684501,2017-05-06
"Vanessa annabella (W.D.Field, 1971)",-119.91929,34.059455,2017-05-19
"Vanessa annabella (W.D.Field, 1971)",-120.820706,36.357215,2017-05-13
"Vanessa annabella (W.D.Field, 1971)",-116.985869,46.742664,2017-05-23
"Vanessa annabella (W.D.Field, 1971)",-116.297,34.023,2017-05-30
"Vanessa annabella (W.D.Field, 1971)",-118.381508,34.017078,2017-05-13
"Vanessa annabella (W.D.Field, 1971)",-122.447684,37.754407,2017-05-02
"Vanessa annabella (W.D.Field, 1971)",-122.441153,37.757725,2017-06-18
"Vanessa annabella (W.D.Field, 1971)",-121.35872,36.826278,2017-06-24
"Vanessa annabella (W.D.Field, 1971)",-118.280052,33.70933,2017-06-11
"Vanessa annabella (W.D.Field, 1971)",-122.477508,37.765583,2017-06-10
"Vanessa annabella (W.D.Field, 1971)",-118.895737,43.243964,2017-06-19
"Vanessa annabella (W.D.Field, 1971)",-122.500659,37.504614,2017-06-23
"Vanessa annabella (W.D.Field, 1971)",-117.031954,32.812814,2017-06-30
"Vanessa annabella (W.D.Field, 1971)",-118.318948,33.717958,2017-06-11
"Vanessa annabella (W.D.Field, 1971)",-122.274148,37.097414,2017-06-28
"Vanessa annabella (W.D.Field, 1971)",-115.473656,30.893253,2017-06-04
"Vanessa annabella (W.D.Field, 1971)",-119.888865,34.418546,2017-06-08
"Vanessa annabella (W.D.Field, 1971)",-120.107034,38.956038,2017-06-25
"Vanessa annabella (W.D.Field, 1971)",-117.115779,32.643108,2017-06-26
"Vanessa annabella (W.D.Field, 1971)",-118.279562,33.709258,2017-06-11
"Vanessa annabella (W.D.Field, 1971)",-117.955956,34.112224,2017-06-11
"Vanessa annabella (W.D.Field, 1971)",-123.095491,38.401602,2017-06-19
"Vanessa annabella (W.D.Field, 1971)",-117.771602,33.555312,2017-06-10
"Vanessa annabella (W.D.Field, 1971)",-117.240025,32.755646,2017-06-27
"Vanessa annabella (W.D.Field, 1971)",-122.431283,37.463551,2017-06-04
"Vanessa annabella (W.D.Field, 1971)",-120.631369,39.433672,2017-06-21
"Vanessa annabella (W.D.Field, 1971)",-118.753539,37.423103,2017-06-29
"Vanessa annabella (W.D.Field, 1971)",-122.472922,37.784083,2017-06-12
"Vanessa annabella (W.D.Field, 1971)",-119.214495,34.255663,2017-06-12
"Vanessa annabella (W.D.Field, 1971)",-122.48168,37.767334,2017-06-10
"Vanessa annabella (W.D.Field, 1971)",-121.786087,36.79885,2017-07-07
"Vanessa annabella (W.D.Field, 1971)",-116.604167,31.850833,2017-07-29
"Vanessa annabella (W.D.Field, 1971)",-122.47538,37.768478,2017-07-14
"Vanessa annabella (W.D.Field, 1971)",-119.363587,34.015419,2017-07-05
"Vanessa annabella (W.D.Field, 1971)",-120.58377,39.609887,2017-07-03
"Vanessa annabella (W.D.Field, 1971)",-112.415996,43.218932,2017-07-07
"Vanessa annabella (W.D.Field, 1971)",-118.091183,33.823778,2017-07-19
"Vanessa annabella (W.D.Field, 1971)",-122.466155,37.766778,2017-07-25
"Vanessa annabella (W.D.Field, 1971)",-122.274148,37.097414,2017-07-26
"Vanessa annabella (W.D.Field, 1971)",-122.47238,37.776133,2017-07-12
"Vanessa annabella (W.D.Field, 1971)",-117.094994,34.204892,2017-07-29
"Vanessa annabella (W.D.Field, 1971)",-122.47542,37.768413,2017-07-14
"Vanessa annabella (W.D.Field, 1971)",-121.082336,35.56248,2017-07-07
"Vanessa annabella (W.D.Field, 1971)",-122.502151,37.784842,2017-07-16
"Vanessa annabella (W.D.Field, 1971)",-107.402341,22.431339,2017-07-01
"Vanessa annabella (W.D.Field, 1971)",-122.390699,37.66609,2017-07-22
"Vanessa annabella (W.D.Field, 1971)",-119.363572,34.015219,2017-07-05
"Vanessa annabella (W.D.Field, 1971)",-122.08389,37.42985,2017-07-09
"Vanessa annabella (W.D.Field, 1971)",-123.404288,42.095462,2017-07-01
"Vanessa annabella (W.D.Field, 1971)",-122.458088,37.70836,2017-07-15
"Vanessa annabella (W.D.Field, 1971)",-120.240696,39.432105,2017-07-20
"Vanessa annabella (W.D.Field, 1971)",-119.141911,34.812209,2017-07-31
"Vanessa annabella (W.D.Field, 1971)",-118.320525,34.179283,2017-07-12
"Vanessa annabella (W.D.Field, 1971)",-122.319374,37.590057,2017-08-06
"Vanessa annabella (W.D.Field, 1971)",-122.438124,37.73451,2017-08-05
"Vanessa annabella (W.D.Field, 1971)",-123.003722,37.69931,2017-08-31
"Vanessa annabella (W.D.Field, 1971)",-121.167896,35.685,2017-08-27
"Vanessa annabella (W.D.Field, 1971)",-124.201317,40.702626,2017-08-13
"Vanessa annabella (W.D.Field, 1971)",-116.376927,43.242841,2017-08-14
"Vanessa annabella (W.D.Field, 1971)",-122.438889,37.735001,2017-08-05
"Vanessa annabella (W.D.Field, 1971)",-122.016628,37.422172,2017-08-05
"Vanessa annabella (W.D.Field, 1971)",-115.671521,36.279403,2017-08-03
"Vanessa annabella (W.D.Field, 1971)",-119.366026,34.317565,2017-08-05
"Vanessa annabella (W.D.Field, 1971)",-122.904192,38.246309,2017-08-17
"Vanessa annabella (W.D.Field, 1971)",-119.266216,34.271155,2017-08-11
"Vanessa annabella (W.D.Field, 1971)",-118.762207,36.540536,2017-08-12
"Vanessa annabella (W.D.Field, 1971)",-121.69062,37.220776,2017-08-16
"Vanessa annabella (W.D.Field, 1971)",-121.912265,36.973382,2017-08-29
"Vanessa annabella (W.D.Field, 1971)",-112.453683,34.548022,2017-08-01
"Vanessa annabella (W.D.Field, 1971)",-122.468269,37.76647,2017-08-02
"Vanessa annabella (W.D.Field, 1971)",-120.83528,35.321305,2017-08-19
"Vanessa annabella (W.D.Field, 1971)",-121.8947,36.603937,2017-08-25
"Vanessa annabella (W.D.Field, 1971)",-122.375293,37.378708,2017-08-27
"Vanessa annabella (W.D.Field, 1971)",-123.004525,37.699038,2017-08-26
"Vanessa annabella (W.D.Field, 1971)",-124.069524,40.022361,2017-08-01
"Vanessa annabella (W.D.Field, 1971)",-122.884312,38.031124,2017-08-11
"Vanessa annabella (W.D.Field, 1971)",-121.950017,36.519532,2017-08-12
"Vanessa annabella (W.D.Field, 1971)",-121.784602,36.80007,2017-08-04
"Vanessa annabella (W.D.Field, 1971)",-119.664658,34.419604,2017-08-20
"Vanessa annabella (W.D.Field, 1971)",-120.442998,34.683036,2017-08-22
"Vanessa annabella (W.D.Field, 1971)",-122.386201,37.770768,2017-09-08
"Vanessa annabella (W.D.Field, 1971)",-122.706111,38.446202,2017-09-11
"Vanessa annabella (W.D.Field, 1971)",-122.782657,38.612795,2017-09-29
"Vanessa annabella (W.D.Field, 1971)",-117.843178,33.662099,2017-09-10
"Vanessa annabella (W.D.Field, 1971)",-121.856079,36.602615,2017-09-10
"Vanessa annabella (W.D.Field, 1971)",-123.113909,38.42621,2017-09-24
"Vanessa annabella (W.D.Field, 1971)",-123.426813,38.694738,2017-09-27
"Vanessa annabella (W.D.Field, 1971)",-122.261071,37.84932,2017-09-29
"Vanessa annabella (W.D.Field, 1971)",-123.802324,39.306998,2017-09-20
"Vanessa annabella (W.D.Field, 1971)",-122.472038,37.78135,2017-09-20
"Vanessa annabella (W.D.Field, 1971)",-121.633158,37.344812,2017-09-29
"Vanessa annabella (W.D.Field, 1971)",-123.11338,38.45138,2017-09-25
"Vanessa annabella (W.D.Field, 1971)",-123.814486,39.354291,2017-09-09
"Vanessa annabella (W.D.Field, 1971)",-119.919482,39.403614,2017-09-10
"Vanessa annabella (W.D.Field, 1971)",-120.856839,35.377877,2017-09-16
"Vanessa annabella (W.D.Field, 1971)",-118.333692,34.270827,2017-09-10
"Vanessa annabella (W.D.Field, 1971)",-110.828738,33.28578,2017-09-26
"Vanessa annabella (W.D.Field, 1971)",-119.84195,34.413338,2017-09-19
"Vanessa annabella (W.D.Field, 1971)",-110.832996,33.278808,2017-09-24
"Vanessa annabella (W.D.Field, 1971)",-123.005421,37.698774,2017-09-01
"Vanessa annabella (W.D.Field, 1971)",-117.701442,33.75712,2017-10-01
"Vanessa annabella (W.D.Field, 1971)",-118.595663,34.151448,2017-10-21
"Vanessa annabella (W.D.Field, 1971)",-122.27575,37.098408,2017-10-28
"Vanessa annabella (W.D.Field, 1971)",-118.539151,34.939874,2017-10-07
"Vanessa annabella (W.D.Field, 1971)",-122.466146,37.790808,2017-10-02
"Vanessa annabella (W.D.Field, 1971)",-117.659566,34.235843,2017-10-05
"Vanessa annabella (W.D.Field, 1971)",-122.252941,37.910617,2017-10-03
"Vanessa annabella (W.D.Field, 1971)",-122.426888,37.77328,2017-10-08
"Vanessa annabella (W.D.Field, 1971)",-122.466483,37.768037,2017-10-30
"Vanessa annabella (W.D.Field, 1971)",-122.700179,42.203732,2017-10-04
"Vanessa annabella (W.D.Field, 1971)",-123.016575,38.468457,2017-10-08
"Vanessa annabella (W.D.Field, 1971)",-122.419781,37.801133,2017-10-06
"Vanessa annabella (W.D.Field, 1971)",-123.806664,39.423969,2017-10-26
"Vanessa annabella (W.D.Field, 1971)",-122.507513,37.767612,2017-10-08
"Vanessa annabella (W.D.Field, 1971)",-110.980278,32.339443,2017-10-30
"Vanessa annabella (W.D.Field, 1971)",-122.751595,37.935705,2017-10-22
"Vanessa annabella (W.D.Field, 1971)",-101.943056,21.356111,2017-10-18
"Vanessa annabella (W.D.Field, 1971)",-118.909043,35.265993,2017-10-14
"Vanessa annabella (W.D.Field, 1971)",-118.539237,34.940822,2017-10-07
"Vanessa annabella (W.D.Field, 1971)",-111.034393,32.282767,2017-10-20
"Vanessa annabella (W.D.Field, 1971)",-116.138556,34.028869,2017-10-05
"Vanessa annabella (W.D.Field, 1971)",-122.056754,36.952905,2017-10-13
"Vanessa annabella (W.D.Field, 1971)",-122.316087,37.538067,2017-10-21
"Vanessa annabella (W.D.Field, 1971)",-120.900436,38.279931,2017-10-16
"Vanessa annabella (W.D.Field, 1971)",-121.472423,38.575548,2017-10-07
"Vanessa annabella (W.D.Field, 1971)",-122.261817,37.799945,2017-10-08
"Vanessa annabella (W.D.Field, 1971)",-118.631681,34.329018,2017-10-17
"Vanessa annabella (W.D.Field, 1971)",-101.94591,21.356607,2017-10-17
"Vanessa annabella (W.D.Field, 1971)",-122.376395,37.740347,2017-10-04
"Vanessa annabella (W.D.Field, 1971)",-101.950569,21.357603,2017-11-07
"Vanessa annabella (W.D.Field, 1971)",-107.580025,28.884358,2017-11-26
"Vanessa annabella (W.D.Field, 1971)",-121.191902,38.156085,2017-11-19
"Vanessa annabella (W.D.Field, 1971)",-120.638102,35.138098,2017-12-01
"Vanessa annabella (W.D.Field, 1971)",-118.407531,33.746003,2017-12-07
"Vanessa annabella (W.D.Field, 1971)",-121.942612,36.862476,2016-02-11
"Vanessa annabella (W.D.Field, 1971)",-122.428353,37.681503,2016-02-25
"Vanessa annabella (W.D.Field, 1971)",-122.481637,37.507178,2016-02-27
"Vanessa annabella (W.D.Field, 1971)",-117.77721,33.675686,2016-02-07
"Vanessa annabella (W.D.Field, 1971)",-122.441656,37.767838,2016-02-21
"Vanessa annabella (W.D.Field, 1971)",-122.464997,37.770345,2016-02-22
"Vanessa annabella (W.D.Field, 1971)",-122.390372,37.713542,2016-02-18
"Vanessa annabella (W.D.Field, 1971)",-122.441513,37.767905,2016-02-21
"Vanessa annabella (W.D.Field, 1971)",-122.429626,37.685177,2016-02-25
"Vanessa annabella (W.D.Field, 1971)",-122.428173,37.681507,2016-02-25
"Vanessa annabella (W.D.Field, 1971)",-122.445,38.1483,2016-03-27
"Vanessa annabella (W.D.Field, 1971)",-122.063859,37.284496,2016-03-17
"Vanessa annabella (W.D.Field, 1971)",-122.440545,37.768658,2016-03-08
"Vanessa annabella (W.D.Field, 1971)",-121.910766,36.469009,2016-03-15
"Vanessa annabella (W.D.Field, 1971)",-122.122779,37.456205,2016-03-06
"Vanessa annabella (W.D.Field, 1971)",-118.343797,33.82532,2016-04-18
"Vanessa annabella (W.D.Field, 1971)",-122.41295,37.720758,2016-04-16
"Vanessa annabella (W.D.Field, 1971)",-118.313562,34.033039,2016-04-25
"Vanessa annabella (W.D.Field, 1971)",-122.434078,37.696698,2016-04-26
"Vanessa annabella (W.D.Field, 1971)",-122.425429,37.716075,2016-04-16
"Vanessa annabella (W.D.Field, 1971)",-118.555816,33.00202,2016-04-16
"Vanessa annabella (W.D.Field, 1971)",-122.426545,37.675878,2016-04-23
"Vanessa annabella (W.D.Field, 1971)",-118.287812,34.017547,2016-04-19
"Vanessa annabella (W.D.Field, 1971)",-116.575257,31.794111,2016-04-01
"Vanessa annabella (W.D.Field, 1971)",-122.416451,37.717457,2016-04-16
"Vanessa annabella (W.D.Field, 1971)",-122.38121,37.674508,2016-04-28
"Vanessa annabella (W.D.Field, 1971)",-119.484825,33.257031,2016-04-21
"Vanessa annabella (W.D.Field, 1971)",-122.420058,37.73315,2016-04-29
"Vanessa annabella (W.D.Field, 1971)",-122.447946,37.759666,2016-04-16
"Vanessa annabella (W.D.Field, 1971)",-121.854353,36.602312,2016-04-16
"Vanessa annabella (W.D.Field, 1971)",-122.426922,37.71348,2016-04-16
"Vanessa annabella (W.D.Field, 1971)",-121.956439,37.406574,2016-04-23
"Vanessa annabella (W.D.Field, 1971)",-122.426125,37.717602,2016-04-16
"Vanessa annabella (W.D.Field, 1971)",-122.490373,37.629828,2016-04-17
"Vanessa annabella (W.D.Field, 1971)",-122.425287,37.720028,2016-04-16
"Vanessa annabella (W.D.Field, 1971)",-122.410278,37.764663,2016-04-18
"Vanessa annabella (W.D.Field, 1971)",-122.42858,37.80605,2016-04-24
"Vanessa annabella (W.D.Field, 1971)",-119.847305,34.412534,2016-04-26
"Vanessa annabella (W.D.Field, 1971)",-119.8492,34.4429,2016-04-24
"Vanessa annabella (W.D.Field, 1971)",-118.199269,34.049296,2016-04-19
"Vanessa annabella (W.D.Field, 1971)",-122.42875,37.80585,2016-05-14
"Vanessa annabella (W.D.Field, 1971)",-122.483402,37.503068,2016-05-04
"Vanessa annabella (W.D.Field, 1971)",-119.781731,34.490317,2016-05-05
"Vanessa annabella (W.D.Field, 1971)",-118.35395,33.847812,2016-05-15
"Vanessa annabella (W.D.Field, 1971)",-122.376495,37.715922,2016-05-21
"Vanessa annabella (W.D.Field, 1971)",-121.622972,36.689945,2016-05-01
"Vanessa annabella (W.D.Field, 1971)",-119.020386,43.496697,2016-05-13
"Vanessa annabella (W.D.Field, 1971)",-119.848335,34.441666,2016-05-17
"Vanessa annabella (W.D.Field, 1971)",-122.380614,37.709731,2016-05-21
"Vanessa annabella (W.D.Field, 1971)",-117.085259,32.554316,2016-05-22
"Vanessa annabella (W.D.Field, 1971)",-122.579345,38.77733,2016-05-01
"Vanessa annabella (W.D.Field, 1971)",-117.274394,49.501555,2016-06-22
"Vanessa annabella (W.D.Field, 1971)",-122.393448,37.678864,2016-06-07
"Vanessa annabella (W.D.Field, 1971)",-119.93352,38.5038,2016-06-27
"Vanessa annabella (W.D.Field, 1971)",-100.004618,20.39373,2016-06-24
"Vanessa annabella (W.D.Field, 1971)",-120.0653,34.5092,2016-06-30
"Vanessa annabella (W.D.Field, 1971)",-122.505692,37.746963,2016-06-16
"Vanessa annabella (W.D.Field, 1971)",-122.433861,37.740555,2016-06-18
"Vanessa annabella (W.D.Field, 1971)",-122.470738,37.751346,2016-06-18
"Vanessa annabella (W.D.Field, 1971)",-122.585857,37.706808,2016-06-12
"Vanessa annabella (W.D.Field, 1971)",-120.236749,42.268586,2016-06-08
"Vanessa annabella (W.D.Field, 1971)",-122.441015,37.767456,2016-06-04
"Vanessa annabella (W.D.Field, 1971)",-122.326842,37.799875,2016-06-21
"Vanessa annabella (W.D.Field, 1971)",-122.686174,37.905507,2016-06-04
"Vanessa annabella (W.D.Field, 1971)",-122.442541,37.457861,2016-06-26
"Vanessa annabella (W.D.Field, 1971)",-122.481778,37.507213,2016-06-20
"Vanessa annabella (W.D.Field, 1971)",-122.260692,37.795677,2016-07-30
"Vanessa annabella (W.D.Field, 1971)",-121.766503,36.81432,2016-07-06
"Vanessa annabella (W.D.Field, 1971)",-119.119943,37.957592,2016-07-23
"Vanessa annabella (W.D.Field, 1971)",-100.949268,25.284503,2016-07-10
"Vanessa annabella (W.D.Field, 1971)",-122.259801,37.797882,2016-07-30
"Vanessa annabella (W.D.Field, 1971)",-122.249595,37.86755,2016-07-15
"Vanessa annabella (W.D.Field, 1971)",-118.87517,37.915836,2016-07-21
"Vanessa annabella (W.D.Field, 1971)",-114.3113,39.003642,2016-07-21
"Vanessa annabella (W.D.Field, 1971)",-114.311664,39.003354,2016-07-22
"Vanessa annabella (W.D.Field, 1971)",-122.261775,37.800772,2016-07-30
"Vanessa annabella (W.D.Field, 1971)",-114.319378,39.005025,2016-07-22
"Vanessa annabella (W.D.Field, 1971)",-119.278618,34.439651,2016-07-09
"Vanessa annabella (W.D.Field, 1971)",-122.388074,37.669148,2016-07-20
"Vanessa annabella (W.D.Field, 1971)",-122.472682,37.779635,2016-07-25
"Vanessa annabella (W.D.Field, 1971)",-122.261788,37.80078,2016-07-30
"Vanessa annabella (W.D.Field, 1971)",-114.306837,39.010221,2016-07-22
"Vanessa annabella (W.D.Field, 1971)",-122.311558,37.1186,2016-08-13
"Vanessa annabella (W.D.Field, 1971)",-122.466717,37.717709,2016-08-29
"Vanessa annabella (W.D.Field, 1971)",-120.44754,35.385227,2016-08-02
"Vanessa annabella (W.D.Field, 1971)",-103.102489,20.051466,2016-08-23
"Vanessa annabella (W.D.Field, 1971)",-122.430062,37.464915,2016-08-13
"Vanessa annabella (W.D.Field, 1971)",-104.047694,20.687998,2016-08-07
"Vanessa annabella (W.D.Field, 1971)",-122.071532,37.532159,2016-08-12
"Vanessa annabella (W.D.Field, 1971)",-119.52676,34.397243,2016-08-28
"Vanessa annabella (W.D.Field, 1971)",-122.197217,37.011692,2016-08-07
"Vanessa annabella (W.D.Field, 1971)",-122.472397,37.776108,2016-08-23
"Vanessa annabella (W.D.Field, 1971)",-122.430108,37.464895,2016-08-13
"Vanessa annabella (W.D.Field, 1971)",-122.430025,37.464858,2016-08-13
"Vanessa annabella (W.D.Field, 1971)",-116.805482,32.058195,2016-08-22
"Vanessa annabella (W.D.Field, 1971)",-111.245415,34.562248,2016-08-17
"Vanessa annabella (W.D.Field, 1971)",-122.470337,37.771205,2016-08-23
"Vanessa annabella (W.D.Field, 1971)",-122.814664,38.00995,2016-09-03
"Vanessa annabella (W.D.Field, 1971)",-106.145537,37.485917,2016-09-14
"Vanessa annabella (W.D.Field, 1971)",-122.432512,37.862913,2016-09-18
"Vanessa annabella (W.D.Field, 1971)",-122.47262,37.781003,2016-09-06
"Vanessa annabella (W.D.Field, 1971)",-109.551373,38.57335,2016-09-05
"Vanessa annabella (W.D.Field, 1971)",-120.835228,35.321297,2016-09-20
"Vanessa annabella (W.D.Field, 1971)",-121.589629,39.146442,2016-09-08
"Vanessa annabella (W.D.Field, 1971)",-122.454195,37.801705,2016-09-14
"Vanessa annabella (W.D.Field, 1971)",-122.472733,37.781688,2016-09-19
"Vanessa annabella (W.D.Field, 1971)",-122.431319,37.804901,2016-09-24
"Vanessa annabella (W.D.Field, 1971)",-122.442008,37.773101,2016-09-24
"Vanessa annabella (W.D.Field, 1971)",-109.373489,38.455212,2016-09-19
"Vanessa annabella (W.D.Field, 1971)",-102.011681,21.122726,2016-10-17
"Vanessa annabella (W.D.Field, 1971)",-122.857839,38.103161,2016-10-30
"Vanessa annabella (W.D.Field, 1971)",-117.120592,32.614383,2016-10-23
"Vanessa annabella (W.D.Field, 1971)",-116.904595,34.263186,2016-10-21
"Vanessa annabella (W.D.Field, 1971)",-101.952488,21.357389,2016-10-02
"Vanessa annabella (W.D.Field, 1971)",-122.709022,37.897754,2016-10-23
"Vanessa annabella (W.D.Field, 1971)",-101.95025,21.360434,2016-10-31
"Vanessa annabella (W.D.Field, 1971)",-116.567076,34.046739,2016-10-19
"Vanessa annabella (W.D.Field, 1971)",-115.764367,36.419189,2016-10-12
"Vanessa annabella (W.D.Field, 1971)",-101.951849,21.357265,2016-10-30
"Vanessa annabella (W.D.Field, 1971)",-101.894003,21.361686,2016-10-25
"Vanessa annabella (W.D.Field, 1971)",-118.886505,42.827717,2016-10-17
"Vanessa annabella (W.D.Field, 1971)",-118.347671,34.176112,2016-10-31
"Vanessa annabella (W.D.Field, 1971)",-116.869103,32.094735,2016-10-30
"Vanessa annabella (W.D.Field, 1971)",-101.970059,21.334601,2016-10-23
"Vanessa annabella (W.D.Field, 1971)",-115.623054,33.176579,2016-10-08
"Vanessa annabella (W.D.Field, 1971)",-122.456471,37.773858,2016-10-05
"Vanessa annabella (W.D.Field, 1971)",-116.983257,32.766982,2016-10-26
"Vanessa annabella (W.D.Field, 1971)",-117.334006,33.247737,2016-10-01
"Vanessa annabella (W.D.Field, 1971)",-102.315129,21.91108,2016-10-28
"Vanessa annabella (W.D.Field, 1971)",-118.112275,34.125745,2016-10-15
"Vanessa annabella (W.D.Field, 1971)",-115.764927,36.422642,2016-10-12
"Vanessa annabella (W.D.Field, 1971)",-116.290927,34.020688,2016-10-07
"Vanessa annabella (W.D.Field, 1971)",-102.315308,21.911513,2016-10-29
"Vanessa annabella (W.D.Field, 1971)",-122.478578,37.771163,2016-10-08
"Vanessa annabella (W.D.Field, 1971)",-122.056367,36.952464,2016-10-19
"Vanessa annabella (W.D.Field, 1971)",-100.97358,25.413048,2016-11-15
"Vanessa annabella (W.D.Field, 1971)",-122.469963,37.766778,2016-11-29
"Vanessa annabella (W.D.Field, 1971)",-111.764265,34.757512,2016-11-18
"Vanessa annabella (W.D.Field, 1971)",-116.466407,33.212195,2016-11-13
"Vanessa annabella (W.D.Field, 1971)",-122.392306,37.714567,2016-11-21
"Vanessa annabella (W.D.Field, 1971)",-102.36736,21.741567,2016-11-02
"Vanessa annabella (W.D.Field, 1971)",-123.055001,38.453803,2016-11-03
"Vanessa annabella (W.D.Field, 1971)",-111.84520500000001,33.358998,2016-11-10
"Vanessa annabella (W.D.Field, 1971)",-122.062118,36.957017,2016-11-08
"Vanessa annabella (W.D.Field, 1971)",-122.408241,37.682954,2016-11-06
"Vanessa annabella (W.D.Field, 1971)",-122.505828,37.750889,2016-12-13
"Vanessa annabella (W.D.Field, 1971)",-118.307137,34.215413,2016-12-10
"Vanessa annabella (W.D.Field, 1971)",-118.307057,34.214004,2016-12-10
"Vanessa annabella (W.D.Field, 1971)",-104.874867,24.844245,2016-12-18
"Vanessa annabella (W.D.Field, 1971)",-100.092064,20.398972,2016-12-31
"Vanessa annabella (W.D.Field, 1971)",-118.307042,34.215138,2016-12-10
"Vanessa annabella (W.D.Field, 1971)",-118.614554,34.507092,2015-01-18
"Vanessa annabella (W.D.Field, 1971)",-117.77721,33.675686,2015-01-04
"Vanessa annabella (W.D.Field, 1971)",-114.999846,36.078225,2015-01-09
"Vanessa annabella (W.D.Field, 1971)",-115.358676,36.438985,2015-01-08
"Vanessa annabella (W.D.Field, 1971)",-122.462317,37.504248,2015-01-22
"Vanessa annabella (W.D.Field, 1971)",-115.35866,36.438994,2015-01-08
"Vanessa annabella (W.D.Field, 1971)",-117.037615,32.783591,2015-01-01
"Vanessa annabella (W.D.Field, 1971)",-122.428586,37.463552,2015-01-22
"Vanessa annabella (W.D.Field, 1971)",-119.373305,34.013278,2015-02-18
"Vanessa annabella (W.D.Field, 1971)",-122.458464,37.792776,2015-02-14
"Vanessa annabella (W.D.Field, 1971)",-122.434518,37.685039,2015-03-18
"Vanessa annabella (W.D.Field, 1971)",-122.704091,38.4561,2015-03-14
"Vanessa annabella (W.D.Field, 1971)",-122.459302,37.768965,2015-03-07
"Vanessa annabella (W.D.Field, 1971)",-122.441075,37.694728,2015-03-22
"Vanessa annabella (W.D.Field, 1971)",-122.080314,37.372937,2015-03-22
"Vanessa annabella (W.D.Field, 1971)",-122.481597,37.507127,2015-03-17
"Vanessa annabella (W.D.Field, 1971)",-122.381592,37.456561,2015-03-23
"Vanessa annabella (W.D.Field, 1971)",-122.461301,37.650747,2015-03-06
"Vanessa annabella (W.D.Field, 1971)",-122.465667,37.769108,2015-03-23
"Vanessa annabella (W.D.Field, 1971)",-118.641714,34.105337,2015-03-07
"Vanessa annabella (W.D.Field, 1971)",-116.835161,32.767783,2015-03-28
"Vanessa annabella (W.D.Field, 1971)",-118.300794,34.122977,2015-03-23
"Vanessa annabella (W.D.Field, 1971)",-122.429626,37.685177,2015-03-18
"Vanessa annabella (W.D.Field, 1971)",-118.216958,34.065242,2015-03-03
"Vanessa annabella (W.D.Field, 1971)",-122.06217,36.960567,2015-03-22
"Vanessa annabella (W.D.Field, 1971)",-122.513154,37.787148,2015-03-06
"Vanessa annabella (W.D.Field, 1971)",-122.46087,37.771963,2015-03-07
"Vanessa annabella (W.D.Field, 1971)",-122.443317,37.472768,2015-04-10
"Vanessa annabella (W.D.Field, 1971)",-121.091748,35.54052,2015-04-08
"Vanessa annabella (W.D.Field, 1971)",-122.375258,37.744828,2015-04-04
"Vanessa annabella (W.D.Field, 1971)",-117.080444,32.55333,2015-04-04
"Vanessa annabella (W.D.Field, 1971)",-111.852462,36.032949,2015-04-19
"Vanessa annabella (W.D.Field, 1971)",-122.46824,37.499914,2015-04-03
"Vanessa annabella (W.D.Field, 1971)",-118.314475,34.033011,2015-04-02
"Vanessa annabella (W.D.Field, 1971)",-122.446129,37.748975,2015-04-02
"Vanessa annabella (W.D.Field, 1971)",-117.150183,32.714122,2015-04-12
"Vanessa annabella (W.D.Field, 1971)",-122.46605,37.767267,2015-04-08
"Vanessa annabella (W.D.Field, 1971)",-122.469421,37.502719,2015-04-03
"Vanessa annabella (W.D.Field, 1971)",-122.140868,37.956465,2015-04-06
